ID,Gender,Age,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1,1,22,-0.00752582692445492,0.01971404996931160,-0.00418409238862349,-0.01422119140625000,-0.55775451660156194,-0.83285522460937500
1,1,22,0.01462821123558720,0.02094043565129310,-0.00203412244060252,-0.01551818847656250,-0.55796813964843806,-0.82557678222656194
1,1,22,-0.05082057044976410,0.03255581274567360,0.00549463396105148,-0.01565551757812500,-0.55812072753906194,-0.82011413574218783
1,1,22,-0.02260943870644570,0.06353396886158440,-0.01360049737092570,-0.01913452148437500,-0.55609130859375000,-0.83363342285156194
1,1,22,-0.04002890908054500,-0.01120471765429040,-0.00327195971527135,-0.01538085937500000,-0.56187438964843806,-0.84950256347656194
1,1,22,-0.02462438638719970,0.05252339565076080,-0.00723714026229033,-0.01226806640625000,-0.55915832519531194,-0.82791137695312500
1,1,22,-0.02950196592367980,-0.00566986996077870,-0.00003408846195301,-0.01429748535156250,-0.55438232421875000,-0.84280395507812500
1,1,22,-0.00541500544445811,0.01754916631918610,-0.00740278888209326,-0.00910949707031250,-0.55606079101562500,-0.83706665039062500
1,1,22,-0.00756737223746015,0.02629418839067930,-0.00415213445554254,-0.00813293457031250,-0.55569458007812500,-0.83816528320312500
1,1,22,-0.02221262770402390,0.01408173057990300,0.00755032800648365,-0.01676940917968750,-0.55731201171875000,-0.83540344238281183
1,1,22,0.03197657520858140,-0.04808497137803470,0.00619078426999820,-0.01062011718750000,-0.55296325683593806,-0.85182189941406206
1,1,22,-0.02738049179932270,-0.01220127253419800,-0.00755219221924670,-0.01597595214843750,-0.55679321289062500,-0.82450866699218783
1,1,22,0.00972027166268021,-0.03177444128184440,0.00626508646441141,-0.01258850097656250,-0.55633544921875000,-0.84457397460937500
1,1,22,-0.03035018273087000,-0.03639902051476700,0.00302508468222101,-0.01138305664062500,-0.55123901367187500,-0.83372497558593794
1,1,22,0.00015819176875071,-0.01433792667676860,0.01704316571207110,-0.02374267578125000,-0.55479431152343806,-0.83915710449218783
1,1,22,-0.00944010711600388,0.00749546688802802,0.02570349926089980,-0.03738403320312500,-0.55735778808593806,-0.85108947753906206
1,1,22,-0.10618236319033100,0.09594410669563068,-0.02094842513456330,-0.02708435058593750,-0.55061340332031194,-0.82461547851562500
1,1,22,-0.04395041378568670,0.09525541323773620,-0.02414661528763940,-0.02543640136718750,-0.55131530761718806,-0.85913085937500000
1,1,22,-0.02887266095809410,0.04164624681055010,-0.03189055510537190,-0.00767517089843750,-0.55027770996093806,-0.84701538085937500
1,1,22,0.00384773514294648,0.04618374067582710,-0.02009621358573790,-0.00567626953125000,-0.54943847656250000,-0.85841369628906206
1,1,22,0.00653592994727247,-0.03939028305114400,-0.01088540463958990,-0.00898742675781250,-0.54736328125000000,-0.83467102050781183
1,1,22,0.04902027355287050,-0.09497924343269500,-0.02718927683305500,-0.00086975097656250,-0.54739379882812500,-0.85775756835937500
1,1,22,0.01071123390429870,-0.06652283455298030,-0.06556329761222469,-0.01480102539062500,-0.54006958007812500,-0.82496643066406206
1,1,22,0.05171352836326770,-0.04106461242847680,-0.06008277840495070,-0.01589965820312500,-0.55407714843750000,-0.83674621582031183
1,1,22,0.00625842856168621,-0.00749520057191901,-0.02998240018433010,-0.02282714843750000,-0.55738830566406194,-0.81208801269531183
1,1,22,-0.08130231333848401,-0.00912931621679163,-0.03321840722488540,-0.01153564453125000,-0.55368041992187500,-0.83416748046875011
1,1,22,0.00313054586138814,-0.00864728405948729,-0.02250184699840650,-0.02090454101562500,-0.55216979980468806,-0.83815002441406206
